institution,page_title,program_name,credential,campus,source_url,admission_type,minimum_average,competitive_average,english_requirement,math_requirement,required_courses,other_requirements,notes_uncertain
NAIT,Introduction to Reforestation - NAIT,Introduction to Reforestation,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/introduction-to-reforestation,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Logo Design - NAIT,Logo Design and Visual Identity,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/logo-design,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Machine Learning and Artificial Intelligence - NAIT,Machine Learning and Artificial Intelligence Bootcamp,,Online,https://www.nait.ca/nait/continuing-education/programs/machine-learning-and-artificial-intelligence,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Mastering Power BI - NAIT,Mastering Power BI,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/mastering-power-bi,,,,,,[],[],['Specific academic prerequisites are not listed in the text.']
NAIT,Mental Health and Well-Being - NAIT,Mental Health and Well-Being,,Online,https://www.nait.ca/nait/continuing-education/programs/mental-health-and-well-being,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Microsoft Full-Stack Web Developer Certificate - NAIT,Microsoft Full-Stack Web Developer,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/microsoft-full-stack-web-developer-certificate,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Microsoft Power Platform Certification - NAIT,Microsoft Power Platform,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/microsoft-power-platform-certification,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Network Security Certificate - NAIT,Network Security,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/network-security-certificate,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Point-of-Care Ultrasound (POCUS) - NAIT,Point-of-Care Ultrasound (POCUS),,Face-to-Face / Online,https://www.nait.ca/nait/continuing-education/programs/point-of-care-ultrasound-(pocus),,,,,,[],[],['Specific courses or grades are not listed.']
NAIT,Pre-Apprenticeship Courses - NAIT,Pre-Apprenticeship Courses,,Face-to-Face,https://www.nait.ca/nait/continuing-education/programs/pre-apprenticeship-courses,,,,,,[],[],['Specific high school course requirements are not detailed in the text.']
NAIT,Python Developer - NAIT,Python Developer,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/python-developer,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Quantum for Engineers - NAIT,Quantum for Engineers,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/quantum-for-engineers,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Quantum for Executives - NAIT,Quantum for Executives,Certificate,Online,https://www.nait.ca/nait/continuing-education/programs/quantum-for-executives,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Real Estate Licensing Alberta (RELA) - NAIT,Real Estate Licensing Alberta,,Online,https://www.nait.ca/nait/continuing-education/programs/real-estate-licensing-alberta-(rela),,,,,,[],[],['Specific academic grades are not listed in the text.']
NAIT,Professional Development for Real Estate Professionals - NAIT,Professional Development for Real Estate Professionals,,Online,https://www.nait.ca/nait/continuing-education/programs/real-estate-professional-development,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Risk Management for Cybersecurity - NAIT,Risk Management for Cybersecurity,,Online,https://www.nait.ca/nait/continuing-education/programs/risk-management-for-cybersecurity,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Risk Management in Project & Quality Management - NAIT,Risk Management in Project & Quality Management,,Online,https://www.nait.ca/nait/continuing-education/programs/risk-management-in-project-quality-management,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Supply Chain Management - NAIT,Supply Chain Management,,,https://www.nait.ca/nait/continuing-education/programs/supply-chain-management,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Technical Drawing and Interpretation Courses - NAIT,Technical Drawing and Interpretation,,Online,https://www.nait.ca/nait/continuing-education/programs/technical-drawing-and-interpretation-courses,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Unlocking the Power of AI: Practical Insights - NAIT,Unlocking the Power of AI: Practical Insights,Certificate of Completion,,https://www.nait.ca/nait/continuing-education/programs/unlocking-the-power-of-ai-practical-insights,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Nokia Bell Labs 5G Certification - NAIT,Nokia Bell Labs 5G Certification,,,https://www.nait.ca/nait/corporate-continuing-education/programs/nokia-bell-labs-5g-certification,,,,,,[],[],['No specific admission requirements listed in the provided text.']
NAIT,Summer Programs - NAIT,Summer Programs,,,https://www.nait.ca/nait/international/global-learning/study-abroad-opportunities/summer-programs,,,,,,[],[],['not a program page']
NAIT,Alberta Advantage Immigration Program - NAIT,Alberta Advantage Immigration Program,,,https://www.nait.ca/nait/international/immigration-visa-requirements/alberta-advantage-immigration-program,,,,,,[],[],['not a program page']
NAIT,International Student Program Changes - NAIT,International Student Program Changes,,,https://www.nait.ca/nait/international/immigration-visa-requirements/international-student-program-changes,,,,,,[],[],['not a program page']
NAIT,English Summer Language Program - NAIT,English Summer Language Program,Certificate of Completion,Edmonton,https://www.nait.ca/nait/marketing/english-summer-language-program,,,,,,[],[],['Academic grades are not required for this program.'] | not a program page
NAIT,Schools & Programs - NAIT,Schools & Programs,,,https://www.nait.ca/nait/schools-programs,,,,,,[],[],['not a program page']
NAIT,Apprentice Sponsorship - NAIT,Apprentice Sponsorship,,,https://www.nait.ca/nait/schools-programs/forms/apprentice-sponsorship,,,,,,[],[],['not a program page']
NAIT,Be Future Ready Form - NAIT,Be Future Ready Form,,,https://www.nait.ca/nait/schools-programs/forms/be-future-ready-form,,,,,,[],[],['not a program page']
NAIT,Homeschool Students Form - NAIT,Homeschool Students Form,,,https://www.nait.ca/nait/schools-programs/forms/homeschool-students-form,,,,,,[],[],['not a program page']
NAIT,Mature Student Form - NAIT,Mature Student Form,,,https://www.nait.ca/nait/schools-programs/forms/mature-student-form,,,,,,[],[],['not a program page']
NAIT,NAIT Apprenticeship Form - NAIT,NAIT Apprenticeship Form,,,https://www.nait.ca/nait/schools-programs/forms/nait-apprenticeship-form,,,,,,[],[],['not a program page']
NAIT,"JR Shaw School of Business Info Session - June 27, 2023 - NAIT","JR Shaw School of Business Info Session - June 27, 2023",,,https://www.nait.ca/nait/schools-programs/forms/nait-campus-tours-registration-june-23-2023-(1),,,,,,[],[],['not a program page']
NAIT,NAIT Code Word Form - NAIT,NAIT Code Word Form,,,https://www.nait.ca/nait/schools-programs/forms/nait-code-word-form,,,,,,[],[],['not a program page']
NAIT,NAIT International Sign Up - NAIT,NAIT International Sign Up,,,https://www.nait.ca/nait/schools-programs/forms/nait-international-sign-up,,,,,,[],[],['not a program page']
NAIT,NAIT Jill of all Trades Registration - NAIT,NAIT Jill of all Trades Registration,,,https://www.nait.ca/nait/schools-programs/forms/nait-jill-of-all-trades-registration,,,,,,[],[],['not a program page']
NAIT,NAIT Next In Trades Registration - NAIT,NAIT Next In Trades Registration,,,https://www.nait.ca/nait/schools-programs/forms/nait-next-in-trades-registration,,,,,,[],[],['not a program page']
NAIT,NAIT Open House Contest - NAIT,NAIT Open House Contest,,,https://www.nait.ca/nait/schools-programs/forms/nait-open-house-contest,,,,,,[],[],['not a program page']
NAIT,Newcomers & International Student Form - NAIT,Newcomers & International Student Form,,,https://www.nait.ca/nait/schools-programs/forms/newcomers-international-student-form,,,,,,[],[],['not a program page']
NAIT,Program Preview Registration - School of Health & Life Sciences - NAIT,Program Preview Registration - School of Health & Life Sciences,,,https://www.nait.ca/nait/schools-programs/forms/program-preview-registration-school-of-health-life,,,,,,[],[],['not a program page']
NAIT,Program Preview Registration - School of Skilled Trades - NAIT,Program Preview Registration - School of Skilled Trades,,,https://www.nait.ca/nait/schools-programs/forms/program-preview-registration-sst,,,,,,[],[],['not a program page']
NAIT,Skills Alberta Contact Form - NAIT,Skills Alberta Contact Form,,,https://www.nait.ca/nait/schools-programs/forms/skills-alberta-contact-form,,,,,,[],[],['not a program page']
NAIT,JR Shaw School of Business - NAIT,JR Shaw School of Business,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business,,,,,,[],[],['not a program page']
NAIT,JR Shaw - NAIT,JR Shaw,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/jr-shaw,,,,,,[],[],['not a program page']
NAIT,Student Case Competition Highlights 2017/18 - NAIT,Student Case Competition Highlights 2017/18,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/jrssb-student-case-competition-highlights-2017-18,,,,,,[],[],['not a program page']
NAIT,NAIT Work-Integrated Learning Project Chosen as One of 13 BHER-CEWIL Grant Initiative Recipients - NAIT,NAIT Work-Integrated Learning Project Chosen as One of 13 BHER-CEWIL Grant Initiative Recipients,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/nait-work-integrated-learning-project-chosen-as-on,,,,,,[],[],['not a program page']
NAIT,Student Promotional Awards 2018 - NAIT,Student Promotional Awards 2018,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/student-promotional-awards-2018,,,,,,[],[],['not a program page']
NAIT,Student Promotional Awards 2019 - NAIT,Student Promotional Awards 2019,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/student-promotional-awards-2019,,,,,,[],[],['not a program page']
NAIT,Students receive industry recognition and job placement for project - NAIT,Students receive industry recognition and job placement for project,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/students-receive-industry-recognition-and-job-plac,,,,,,[],[],['not a program page']
NAIT,Culinary Arts and Professional Food Studies - NAIT,Culinary Arts and Professional Food Studies,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food,,,,,,[],[],['not a program page']
NAIT,Artisanal Food Market - NAIT,Artisanal Food Market,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/artisanal-food-market,,,,,,[],[],['not a program page']
NAIT,Chef in Residence - NAIT,Chef in Residence,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/chef-in-residence,,,,,,[],[],['not a program page']
NAIT,Guest Chef in Residence 2024 - NAIT,Guest Chef in Residence 2024,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/chef-in-residence/guest-chefs-in-residence-2024,,,,,,[],[],['not a program page']
NAIT,Club Culinaire - NAIT,Club Culinaire,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/club-culinaire,,,,,,[],[],['not a program page']
NAIT,Culinary Programs - NAIT,Culinary Programs,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/culinary-programs,,,,,,[],[],['not a program page']
NAIT,NAIT Bakes - NAIT,NAIT Bakes,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-bakes,,,,,,[],[],['not a program page']
NAIT,NAIT International Culinary Exchange - NAIT,NAIT International Culinary Exchange,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-international-culinary-exchange,,,,,,[],[],['not a program page']
NAIT,NAIT Olympic Culinary Team - NAIT,NAIT Olympic Culinary Team,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-olympic-culinary-team,,,,,,[],[],['not a program page']
NAIT,Accomplishments - NAIT,Accomplishments,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-olympic-culinary-team/accomplishments,,,,,,[],[],['not a program page']
NAIT,Bachelor of Business Administration Co-op Education - NAIT,Bachelor of Business Administration (BBA) Co-operative Education,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/bachelor-of-business-administration-co-op-educatio,,,,,,[],[],['Specific high school grades are not listed in the text as it is a co-op option for current students.']
NAIT,ICON Student Managed Investment Fund - NAIT,ICON Student Managed Investment Fund,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/icon-student-managed-investment-fund,,,,,,[],[],"['This is a student club/fund, not a standard degree program entry.']"
NAIT,Join the ICON team - NAIT,Join the ICON team,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/icon-student-managed-investment-fund/icon-club-contact-form,,,,,,[],[],['not a program page']
NAIT,NAIT’s JR Shaw School of Business launches Accountant-in-Residence program - NAIT,NAIT’s JR Shaw School of Business launches Accountant-in-Residence program,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/promos/nait-s-jr-shaw-school-of-business-launches-account,,,,,,[],[],['not a program page']
NAIT,Mawji Centre for New Venture and Student Entrepreneurship - NAIT,Mawji Centre for New Venture and Student Entrepreneurship,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre,,,,,,[],[],['not a program page']
NAIT,About - NAIT,About,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/about,,,,,,[],[],['not a program page']
NAIT,Business Innovation Showcase - NAIT,Business Innovation Showcase,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/business-innovation-showcase,,,,,,[],[],['not a program page']
NAIT,Entrepreneurship Blue Book Program - NAIT,Entrepreneurship Blue Book Program,,Online,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/entrepreneurial-blue-book-program,,,,,,[],[],"['This is an extracurricular/mentorship program, not a standard degree admission.']"
NAIT,Innovation Challenge - NAIT,Innovation Challenge,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/innovation-challenge,,,,,,[],[],['not a program page']
NAIT,Pitch it to Me - NAIT,Pitch it to Me,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/pitch-it-to-me,,,,,,[],[],['not a program page']
NAIT,Mentorship - NAIT,Mentorship,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/mentorship,,,,,,[],[],['not a program page']
NAIT,Student Success - NAIT,Student Success,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/student-success,,,,,,[],[],['not a program page']
NAIT,Open House | NAIT,Open House,,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/news-stories-events/open-house,,,,,,[],[],['not a program page']
NAIT,Office of Apprenticeship - NAIT,Office of Apprenticeship,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship,,,,,,[],[],['not a program page']
NAIT,Apprenticeship Pathways - NAIT,Apprenticeship Pathways,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/apprenticeship-pathways,,,,,,[],[],['not a program page']
NAIT,Search for Programs | NAIT,Search for Programs,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/apprenticeship-programs,,,,,,[],[],['not a program page']
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Sponsoring & Hiring Apprentices - NAIT,Sponsoring & Hiring Apprentices,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/industry-engagement/sponsoring-hiring-apprentices,,,,,,[],[],['not a program page']
NAIT,Jill of All Trades - NAIT,Jill of All Trades,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/jill-of-all-trades,,,,,,[],[],['not a program page']
NAIT,Next in Trades - NAIT,Next in Trades,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/next-in-trades,,,,,,[],[],['not a program page']
NAIT,Women Leading and Building Canada’s Future - NAIT,Women Leading and Building Canada’s Future,,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/women-leading-and-building-canada-s-future,,,,,,[],[],['not a program page']
NAIT,Materials Testing Labs - NAIT,Materials Testing Labs,,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/locations/materials-testing-labs,,,,,,[],[],['not a program page']
NAIT,"Solar panels shine despite winter's blast, NAIT study finds - NAIT","Solar panels shine despite winter's blast, NAIT study finds",,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/news/solar-panels-shine-despite-winters-blast-nait-st,,,,,,[],[],['not a program page'] | not a program page
NAIT,Alumni profile: Jesse Tutt - NAIT,Alumni profile: Jesse Tutt,,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/alumni-profile-jesse-tutt,,,,,,[],[],['not a program page']
NAIT,Alumni profile: Clifton Lofthaug - NAIT,Alumni profile: Clifton Lofthaug,,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/alumnus-profile-clifton-lofthaug,,,,,,[],[],['not a program page']
NAIT,Alumni profile: Nicole Dunlop - NAIT,Alumni profile: Nicole Dunlop,,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/alumnus-profile-nicole-dunlop,,,,,,[],[],['not a program page']
NAIT,Engineering Students to Craft Rope Suspension Bridges across Whitemud Creek - NAIT,Engineering Students to Craft Rope Suspension Bridges across Whitemud Creek,,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/engineering-students-to-craft-rope-suspension-brid,,,,,,[],[],['not a program page']
NAIT,Animation - NAIT,Animation (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/animation,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Computer Software Development - NAIT,Computer Software Development (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/computer-software-development,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Digital Cinema - NAIT,Digital Cinema (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/digital-cinema,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Game Design - NAIT,Game Design (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/game-design,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Game Programming - NAIT,Game Programming (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/game-programming,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,IT Business Analysis - NAIT,IT Business Analysis (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/it-business-analysis,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,IT System Administration - NAIT,IT System Administration (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/it-system-administration,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Visual Communications - NAIT,Visual Communications (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/visual-communications,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Web Design and Development,Web Design and Development (Area of Emphasis),,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/web-design-and-development,,,,,,[],[],"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/school-of-construction-and-building-sciences/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Next in Trades - NAIT,Next in Trades,,,https://www.nait.ca/nait/schools-programs/school-of-construction-and-building-sciences/news-stories-events/next-in-trades,,,,,,[],[],['not a program page']
NAIT,Programs - NAIT,Programs,,,https://www.nait.ca/nait/schools-programs/school-of-construction-and-building-sciences/programs,,,,,,[],[],['not a program page']
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/school-of-energy-and-natural-resources/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Open House | NAIT,Open House,,,https://www.nait.ca/nait/schools-programs/school-of-energy-and-natural-resources/news-stories-events/open-house,,,,,,[],[],['not a program page']
NAIT,Programs - NAIT,Programs,,,https://www.nait.ca/nait/schools-programs/school-of-energy-and-natural-resources/programs,,,,,,[],[],['not a program page']
NAIT,Dental and Denture Clinic - NAIT,Dental and Denture Clinic,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/dental-and-denture-clinic,,,,,,[],[],['not a program page']
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Driving Net Zero - NAIT,Driving Net Zero,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement/news-and-events/driving-net-zero,,,,,,[],[],['not a program page']
NAIT,Mawji Centre for New Venture and Student Entrepreneurship - NAIT,Mawji Centre for New Venture and Student Entrepreneurship,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement/news-and-events/entrepreneurship,,,,,,[],[],['not a program page']
NAIT,NAIT Hiring Fair - NAIT,NAIT Hiring Fair,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement/news-and-events/nait-hiring-career-fair,,,,,,[],[],['not a program page']
NAIT,Interprofessional Education - NAIT,Interprofessional Education,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/interprofessional-education,,,,,,[],[],['not a program page']
NAIT,Patient partners - NAIT,Patient partners,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/interprofessional-education/patient-partners,,,,,,[],[],['not a program page']
NAIT,Open House | NAIT,Open House,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/news-stories-events/open-house-(1),,,,,,[],[],['not a program page']
NAIT,Open Studies Pathway - NAIT,Open Studies Pathway (School of Health and Life Sciences),,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/open-studies-pathway,,,,,,[],[],"[""This page describes a specific internal pathway, not a standalone program's general requirements.""]"
NAIT,Programs - NAIT,Programs,,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/programs,,,,,,[],[],['not a program page']
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/school-of-manufacturing-automation/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Next in Trades - NAIT,Next in Trades,,,https://www.nait.ca/nait/schools-programs/school-of-manufacturing-automation/news-stories-events/next-in-trades,,,,,,[],[],['not a program page']
NAIT,Programs - NAIT,Programs,,,https://www.nait.ca/nait/schools-programs/school-of-manufacturing-automation/programs,,,,,,[],[],['not a program page']
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/school-of-media-and-information-technology/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Open House | NAIT,Open House,,,https://www.nait.ca/nait/schools-programs/school-of-media-and-information-technology/news-stories-events/open-house,,,,,,[],[],['not a program page']
NAIT,Programs - NAIT,Programs,,,https://www.nait.ca/nait/schools-programs/school-of-media-and-information-technology/programs,,,,,,[],[],['not a program page']
NAIT,Questions - NAIT,Questions,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/questions-about-the-application-process,,,,,,[],[],['not a program page']
NAIT,1. Application - NAIT,1. Application,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/step-1-complete-an-apprenticeship-application-c,,,,,,[],[],['not a program page']
NAIT,2. Schedule - NAIT,2. Schedule,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/step-2-find-training-start-and-end-dates,,,,,,[],[],['not a program page']
NAIT,3. Register - NAIT,3. Register,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/step-3-register-for-training,,,,,,[],[],['not a program page']
NAIT,4. Create Account - NAIT,4. Create Account,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/step-4-create-a-mynait-portal-account,,,,,,[],[],['not a program page']
NAIT,5. Confirmation - NAIT,5. Confirmation,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/step-5-wait-for-registration-confirmation,,,,,,[],[],['not a program page']
NAIT,6. Get Set Up - NAIT,6. Get Set Up,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/step-6-get-set-up-on-campus,,,,,,[],[],['not a program page']
NAIT,Skilled Trades Diploma and Certificate Programs - NAIT,Skilled Trades Diploma and Certificate Programs,,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/programs/trades-diplomas-certificates,,,,,,[],[],['not a program page']
NAIT,School of Transportation - NAIT,School of Transportation,,,https://www.nait.ca/nait/schools-programs/school-of-transportation,,,,,,[],[],['not a program page']
NAIT,Industry Engagement - NAIT,Industry Engagement,,,https://www.nait.ca/nait/schools-programs/school-of-transportation/industry-engagement,,,,,,[],[],['not a program page']
NAIT,Programs - NAIT,Programs,,,https://www.nait.ca/nait/schools-programs/school-of-transportation/programs,,,,,,[],[],['not a program page']
NAIT,Work Integrated Learning - NAIT,Work Integrated Learning,,,https://www.nait.ca/nait/schools-programs/work-integrated-learning,,,,,,[],[],['not a program page']
NAIT,IGNITE Program - NAIT,IGNITE Program,,NAIT Main Campus / satellite campuses,https://www.nait.ca/nait/student-life/clubs-groups-community/nisohkamatotan-centre/the-prospective-aboriginal-youth-program,,,,,,[],[],"['This is an engagement/orientation program, not a credit-granting academic program.']"
NAIT,Outreach and Well-being Leaders Program - NAIT,Outreach and Well-being Leaders (OWLs) Program,,,https://www.nait.ca/nait/student-life/clubs-groups-community/outreach-and-well-being-leaders-program,,,,,,[],[],"['This is a student employment/leadership program, not an academic admission program.']"
NAIT,Outreach and Well-being Leaders Engagement Team - NAIT,Outreach and Well-being Leaders Engagement Team (OWLET),,,https://www.nait.ca/nait/student-life/clubs-groups-community/outreach-and-well-being-leaders-program/outreach-and-well-being-leaders-engagement-team,,,,,,[],[],"['This is a student volunteer program, not an academic admission program.']"
NAIT,Mentorship at NAIT - NAIT,Mentorship at NAIT,,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program,,,,,,[],[],['not a program page']
NAIT,Career Mentorship - NAIT,Career Mentorship,,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program/career-mentorship,,,,,,[],[],['not a program page']
NAIT,International Peer Group - NAIT,International Peer Group,,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program/international-peer-mentors,,,,,,[],[],['not a program page']
