"Institution","Program","Credential_Type","Status","Program_URL","Min_Avg_Final","Competitive_Final","Avg_Total","English_Req","English_Min","Eng_30_2_Allowed","Math_Req","Math_Min","Social_Req","Social_Min","Science_Req","Science_Min","Bio_30_Req","Chem_30_Req","Phys_30_Req","Sci_30_Req","Elective_Qty","Elective_Pool","Pool_Allows_Group_A","Pool_Allows_Group_B","Pool_Allows_Group_C","Pool_Allows_Group_D","Requirement_Type","HS_Diploma_Req","Math_Assessment_Flag","ELP_Tests_Mentioned"
"NAIT","Siemens Digital Fundamentals and Programmable Logic Controllers","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/smec140-siemens-digital-fundamentals-and-programma","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Software Testing Associate","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/computer-training-centre/software-testing-associate-certificate","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Technical Drawing and Interpretation","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/technical-drawing-and-interpretation-courses","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Thank you","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Thank you!","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Tolko gives pivotal gift to NAIT Forestry Technology students - Giving","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Unlocking the Power of AI: Practical Insights","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/unlocking-the-power-of-ai-practical-insights","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Visual Communications (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/visual-communications","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Water and Wastewater Technician","Certificate","Active","https://www.nait.ca/coned/water-wastewater-tech-programming-distance","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Web Design and Development (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/web-design-and-development","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Bachelor of Business Administration (BBA) Co-operative Education","Degree","Active","https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/bachelor-of-business-administration-co-op-educatio","70.0","Minimum Only","5","English 30-1","50.0","No","Math 30-1","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","AI-Driven Project Management","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/ai-driven-project-management","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Business Continuity Management Program (BCMP) Sustainment","Diploma","Active","https://www.nait.ca/nait/continuing-education/courses/cdem306-business-continuity-management-program-(bc","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Business Risk Management","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/business-risk-management","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Certified Risk Management Professional (CRMP)","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/certified-risk-management-professional","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Computer Software Development (Area of Emphasis)","Diploma","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/computer-software-development","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","CPA Education Foundation bolsters business learning - Giving","Diploma","Active","","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Digital Marketing","Diploma","Active","https://www.nait.ca/coned/digital-marketing-program","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Digital Marketing Associate Tracks","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/digital-marketing-associate-tracks","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Digital Marketing Professional Certification","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/digital-marketing-professional-certification","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Digital Marketing Specialist","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/digital-marketing-specialist","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Entrepreneurship and Business Management","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/entrepreneurship","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Implementing a Crisis Management Program","Diploma","Active","https://www.nait.ca/nait/continuing-education/courses/cdem605-implementing-a-crisis-management-program","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Interior Design Business Tools","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/interior-design-entrepreneurship","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","IT Business Analysis (Area of Emphasis)","Diploma","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/it-business-analysis","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","QuickBooks Online Accounting","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/computer-training-centre/quickbooks-online-accounting","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Risk Management for Cybersecurity","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/risk-management-for-cybersecurity","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Risk Management in Project & Quality Management","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/risk-management-in-project-quality-management","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Supply Chain Management","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/supply-chain-management","65.0","Minimum Only","","English 30-2","50.0","Yes","Math 30-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"UAlberta","Nursing (First-Year)","Degree","Active","","70","Competitive varies by year","","English Language Arts 30-1","50","No","Mathematics 30-1 or 30-2","50","","","Chemistry 30, Science 30","50","Yes","","","","One","Groups A, B, or C","","","","","notes: Requires Biology 30 and 1 of Chemistry 30/Science 30; 1 additional admission subject from Groups A/B/C (verify current)","Yes","No",""
"NAIT","Breast Sonography","Diploma","Active","https://www.nait.ca/nait/continuing-education/programs/breast-sonography","75.0","Mid-to-high 80s","","English 30-1","50.0","No","Math 30-1","50","","","","50.0","Yes","Yes","No","No","","","No","No","No","No","","","",""
