institution,program_name,credential,source_url,decision,reason_code,rule_source,stage,evidence_notes
NAIT,Mentorship,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/mentorship,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Mentorship at NAIT,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Microsoft Full-Stack Web Developer,Certificate,https://www.nait.ca/nait/continuing-education/programs/microsoft-full-stack-web-developer-certificate,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Microsoft Power Platform,Certificate,https://www.nait.ca/nait/continuing-education/programs/microsoft-power-platform-certification,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,NAIT Apprenticeship Form,,https://www.nait.ca/nait/schools-programs/forms/nait-apprenticeship-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Bakes,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-bakes,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Code Word Form,,https://www.nait.ca/nait/schools-programs/forms/nait-code-word-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Hiring Fair,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement/news-and-events/nait-hiring-career-fair,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT International Culinary Exchange,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-international-culinary-exchange,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT International Sign Up,,https://www.nait.ca/nait/schools-programs/forms/nait-international-sign-up,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Jill of all Trades Registration,,https://www.nait.ca/nait/schools-programs/forms/nait-jill-of-all-trades-registration,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Launches Engagement Phase for Paused Programs,,https://www.nait.ca/nait/about/newsroom/2025/nait-launches-engagement-phase-for-paused-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,NAIT Next In Trades Registration,,https://www.nait.ca/nait/schools-programs/forms/nait-next-in-trades-registration,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Olympic Culinary Team,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/nait-olympic-culinary-team,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Open House Contest,,https://www.nait.ca/nait/schools-programs/forms/nait-open-house-contest,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT Work-Integrated Learning Project Chosen as One of 13 BHER-CEWIL Grant Initiative Recipients,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/nait-work-integrated-learning-project-chosen-as-on,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,NAIT joins program launch to help students from the Philippines study in Canada,,https://www.nait.ca/nait/about/newsroom/2017/nait-joins-program-launch-to-help-students-from-th,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,NAIT launches 5 new programs,,https://www.nait.ca/nait/about/newsroom/2024/nait-launches-5-new-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,NAIT reviews programs for future growth and innovation,,https://www.nait.ca/nait/about/newsroom/2025/nait-reviews-programs-for-future-growth-and-innova,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,NAIT shifts to online lecture and theory program delivery until at least Jan. 21,,https://www.nait.ca/nait/about/newsroom/2021/nait-shifts-to-online-lecture-and-theory-program-d,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,NAIT’s JR Shaw School of Business launches Accountant-in-Residence program,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/promos/nait-s-jr-shaw-school-of-business-launches-account,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,National Payroll Institute Designation Programs,PCP and PLP designations,https://www.nait.ca/coned/national-payroll-institute-program,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific admission requirements like high school grades are not listed in the provided text.']
NAIT,Network Security,Certificate,https://www.nait.ca/nait/continuing-education/programs/network-security-certificate,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,"New NAIT program to bring more women-identifying individuals to construction, energy and manufacturi",,https://www.nait.ca/nait/about/newsroom/2024/new-nait-program-to-bring-more-women-identifying-i,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,New drill rig operator program launched at NAIT,,https://www.nait.ca/nait/about/newsroom/2017/new-drill-rig-operator-program-launched-at-nait,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,New pilot program aims to fast-track medical device innovation,,https://www.nait.ca/nait/about/newsroom/2025/new-pilot-program-aims-to-fast-track-medical-devic,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,Newcomers & International Student Form,,https://www.nait.ca/nait/schools-programs/forms/newcomers-international-student-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Next in Trades,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/next-in-trades,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Next in Trades,,https://www.nait.ca/nait/schools-programs/school-of-construction-and-building-sciences/news-stories-events/next-in-trades,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Next in Trades,,https://www.nait.ca/nait/schools-programs/school-of-manufacturing-automation/news-stories-events/next-in-trades,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Nokia Bell Labs 5G Certification,,https://www.nait.ca/nait/corporate-continuing-education/programs/nokia-bell-labs-5g-certification,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Office of Apprenticeship,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Online Professional Development,,https://www.nait.ca/nait/continuing-education/programs-and-courses/online-professional-development,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Open House,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/news-stories-events/open-house,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Open House,,https://www.nait.ca/nait/schools-programs/school-of-energy-and-natural-resources/news-stories-events/open-house,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Open House,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/news-stories-events/open-house-(1),drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Open House,,https://www.nait.ca/nait/schools-programs/school-of-media-and-information-technology/news-stories-events/open-house,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Open Studies Pathway (School of Health and Life Sciences),,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/open-studies-pathway,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,"[""This page describes a specific internal pathway, not a standalone program's general requirements.""]"
NAIT,Outreach and Well-being Leaders (OWLs) Program,,https://www.nait.ca/nait/student-life/clubs-groups-community/outreach-and-well-being-leaders-program,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,"['This is a student employment/leadership program, not an academic admission program.']"
NAIT,Outreach and Well-being Leaders Engagement Team (OWLET),,https://www.nait.ca/nait/student-life/clubs-groups-community/outreach-and-well-being-leaders-program/outreach-and-well-being-leaders-engagement-team,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,"['This is a student volunteer program, not an academic admission program.']"
NAIT,Paramedicine Training at NAIT,,https://www.nait.ca/paramedic-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,"['not a program page', 'access error: text only contains boilerplate cookie policy']"
NAIT,Patient partners,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/interprofessional-education/patient-partners,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Payroll Professional Program,Course / part of National Payroll Institute Designation Programs,https://www.nait.ca/nait/continuing-education/courses/cpay500-payroll-professional-program,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Peer Mentorship,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program/peer-mentorship,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Pitch it to Me,,https://www.nait.ca/nait/business-industry/mawji-centre/events-programs/pitch-it-to-me,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Pitch it to Me,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/pitch-it-to-me,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Point-of-Care Ultrasound (POCUS),,https://www.nait.ca/nait/continuing-education/programs/point-of-care-ultrasound-(pocus),drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific courses or grades are not listed.']
NAIT,Power Platform for SharePoint Online Owners,Certificate,https://www.nait.ca/nait/continuing-education/programs/computer-training-centre/power-platform-for-sharepoint-online-owners,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific academic credentials are not listed in the text.']
NAIT,Pre-Apprenticeship Courses,,https://www.nait.ca/nait/continuing-education/programs/pre-apprenticeship-courses,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific high school course requirements are not detailed in the text.']
NAIT,Professional Development for Real Estate Professionals,,https://www.nait.ca/nait/continuing-education/programs/real-estate-professional-development,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Program Availability,,https://www.nait.ca/nait/admissions/programs/program-availability-domestic,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Program Availability,,https://www.nait.ca/nait/admissions/programs/program-availability-international,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Program Preview Registration - School of Health & Life Sciences,,https://www.nait.ca/nait/schools-programs/forms/program-preview-registration-school-of-health-life,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Program Preview Registration - School of Skilled Trades,,https://www.nait.ca/nait/schools-programs/forms/program-preview-registration-sst,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Program Previews,,https://www.nait.ca/nait/admissions/tours-events-and-info-sessions/program-previews,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Programmable Logic Controller Level I,Certificate of Achievement,https://www.nait.ca/coned/programmable-logic-controller,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Programmable Logic Controller Level II,Certificate of Achievement,https://www.nait.ca/coned/programmable-logic-controller-ii,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Programming Python Web Applications,Course / part of Core Programming or Python Developer,https://www.nait.ca/nait/continuing-education/courses/cctp21-programming-python-web-applications,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Programs,,https://www.nait.ca/nait/schools-programs/school-of-construction-and-building-sciences/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Programs,,https://www.nait.ca/nait/schools-programs/school-of-energy-and-natural-resources/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Programs,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Programs,,https://www.nait.ca/nait/schools-programs/school-of-manufacturing-automation/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Programs,,https://www.nait.ca/nait/schools-programs/school-of-media-and-information-technology/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Programs,,https://www.nait.ca/nait/schools-programs/school-of-transportation/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Python Developer,Certificate,https://www.nait.ca/nait/continuing-education/programs/python-developer,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Quality Management Referral Form,,https://www.nait.ca/nait/continuing-education/forms/quality-management-program-registration,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Quantum for Engineers,Certificate,https://www.nait.ca/nait/continuing-education/programs/quantum-for-engineers,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Quantum for Executives,Certificate,https://www.nait.ca/nait/continuing-education/programs/quantum-for-executives,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Questions,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/applying-for-apprenticeship-programs/questions-about-the-application-process,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,QuickBooks Online Accounting,Certificate,https://www.nait.ca/nait/continuing-education/programs/computer-training-centre/quickbooks-online-accounting,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements like high school grades are listed in the text.']
NAIT,Real Estate Licensing Alberta,,https://www.nait.ca/nait/continuing-education/programs/real-estate-licensing-alberta-(rela),drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific academic grades are not listed in the text.']
NAIT,Risk Management for Cybersecurity,,https://www.nait.ca/nait/continuing-education/programs/risk-management-for-cybersecurity,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Risk Management in Project & Quality Management,,https://www.nait.ca/nait/continuing-education/programs/risk-management-in-project-quality-management,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,School of Construction and Building Sciences,,https://www.nait.ca/schools-programs/school-of-construction-and-building-sciences,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,School of Energy and Natural Resources,,https://www.nait.ca/schools-programs/school-of-energy-and-natural-resources,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,School of Health and Life Sciences,,https://www.nait.ca/schools-programs/school-of-health-and-life-sciences,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,School of Manufacturing and Automation,,https://www.nait.ca/schools-programs/school-of-manufacturing-and-automation,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,School of Media and Information Technology,,https://www.nait.ca/schools-programs/school-of-media-and-information-technology,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,School of Transportation,,https://www.nait.ca/nait/schools-programs/school-of-transportation,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Schools & Programs,,https://www.nait.ca/nait/schools-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Search for Programs,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/apprenticeship-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Search for Programs,,https://www.nait.ca/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Siemens Digital Fundamentals and Programmable Logic Controllers,Course,https://www.nait.ca/nait/continuing-education/courses/smec140-siemens-digital-fundamentals-and-programma,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Skilled Trades Diploma and Certificate Programs,,https://www.nait.ca/nait/schools-programs/school-of-skilled-trades/programs/trades-diplomas-certificates,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Skills Alberta Contact Form,,https://www.nait.ca/nait/schools-programs/forms/skills-alberta-contact-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Software Testing Associate,Certificate,https://www.nait.ca/nait/continuing-education/programs/computer-training-centre/software-testing-associate-certificate,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,"Solar panels shine despite winter's blast, NAIT study finds",,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/news/solar-panels-shine-despite-winters-blast-nait-st,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,Sponsoring & Hiring Apprentices,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/industry-engagement/sponsoring-hiring-apprentices,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Student Case Competition Highlights 2017/18,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/jrssb-student-case-competition-highlights-2017-18,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Student Promotional Awards 2018,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/student-promotional-awards-2018,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Student Promotional Awards 2019,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/student-promotional-awards-2019,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Student Success,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/student-success,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Students receive industry recognition and job placement for project,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/students-receive-industry-recognition-and-job-plac,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Summer Programs,,https://www.nait.ca/nait/international/global-learning/study-abroad-opportunities/summer-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Supply Chain Management,,https://www.nait.ca/nait/continuing-education/programs/supply-chain-management,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Technical Drawing and Interpretation,,https://www.nait.ca/nait/continuing-education/programs/technical-drawing-and-interpretation-courses,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Tips for Mature Students,,https://www.nait.ca/nait/admissions/programs/mature-students,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Unique “Queers and Peers Mentorship” program celebrates 3 years at NAIT,,https://www.nait.ca/nait/about/newsroom/2024/unique-queers-and-peers-mentorship-program-celebra,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,Unlocking the Power of AI: Practical Insights,Certificate of Completion,https://www.nait.ca/nait/continuing-education/programs/unlocking-the-power-of-ai-practical-insights,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Visual Communications (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/visual-communications,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Water and Wastewater Technician,Specialized Certificate,https://www.nait.ca/coned/water-wastewater-tech-programming-distance,keep,kept_seed_match,seed_program_name,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Web Design and Development (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/web-design-and-development,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Women Leading and Building Canada’s Future,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/women-leading-and-building-canada-s-future,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Women of Steel™: Forging Forward Program Comes to Edmonton,,https://www.nait.ca/nait/about/newsroom/2023/women-of-steel™-forging-forward-program-comes-to-e,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,Work Integrated Learning,,https://www.nait.ca/nait/schools-programs/work-integrated-learning,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,n-Tier Development Programming Architecture,Course / part of Database Administrator program,https://www.nait.ca/nait/continuing-education/courses/cctb140-n-tier-development-programming-architect,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NorQuest,Academic Program Advisors,,http://www.norquest.ca/student-resources/academic-program-advisors/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Applied Research for Innovation Badge Selector,,http://www.norquest.ca/programs-courses/introduction-to-applied-research-for-innovation/applied-research-for-innovation-badge-selector/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Bring your own device,,http://www.norquest.ca/programs-courses/learning-at-norquest/bring-your-own-device/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Browse programs and courses,,http://www.norquest.ca/international-student/browse-programs-and-courses/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Browse programs and courses,,http://www.norquest.ca/programs-courses/browse-programs-and-courses/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Business Administration to Bachelor of Commerce,,http://www.norquest.ca/programs-courses/learning-at-norquest/business-administration-to-bachelor-of-commerce/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Content Creation Volunteer,,http://www.norquest.ca/international-student/international-student-services/get-involved/norquest-international-volunteer-program/content-creation-volunteer/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Continuing Education,,http://www.norquest.ca/programs-courses/continuing-education/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Continuing Education programs and courses,,http://www.norquest.ca/continuing-education/continuing-education-programs-and-courses/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Definitions,,http://www.norquest.ca/programs-courses/learning-at-norquest/definitions/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Digital badges from NorQuest College.,,http://www.norquest.ca/programs-courses/learning-at-norquest/definitions/digital-badges/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Discover your perfect career path,,http://www.norquest.ca/programs-courses/learning-at-norquest/discover-your-perfect-career-path/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Dual Credit partnering,,http://www.norquest.ca/programs-courses/dual-credit-programs/dual-credit-partnering/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Dual Credit students,,http://www.norquest.ca/programs-courses/dual-credit-programs/dual-credit-students/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Dual credit programs,,http://www.norquest.ca/programs-courses/dual-credit-programs/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Emerging Leaders Program,Certificate of Recognition,http://www.norquest.ca/international-student/international-student-services/get-involved/emerging-leaders-program/,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"['This is a student leadership program, not a primary academic admission program.']"
NorQuest,Explore NorQuest College,,http://www.norquest.ca/programs-courses/learning-at-norquest/explore-norquest-college/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Family Caregiver Wellness Workshops,,http://www.norquest.ca/programs-courses/family-caregiver-wellness-workshops/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Foster the next generation of data analysts,,http://www.norquest.ca/programs-courses/upskilling-for-data-analytics-and-business-intelligence/foster-the-next-generation-of-data-analysts/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Foundational Learning Hub,,http://www.norquest.ca/programs-courses/learning-at-norquest/foundational-learning-hub/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Foundational programs,,http://www.norquest.ca/foundational-programs/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Frequently asked questions,,http://www.norquest.ca/programs-courses/microcredentials/frequently-asked-questions/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Health programs for rural students,,http://www.norquest.ca/programs-courses/learning-at-norquest/health-programs-for-rural-students/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,International Peer Mentorship Program,,http://www.norquest.ca/international-student/international-student-services/get-involved/peer-mentorship-program/,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"['This is a peer support service, not an academic admission program.']"
NorQuest,Learning at NorQuest,,http://www.norquest.ca/programs-courses/learning-at-norquest/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Marketing & Promotions Volunteer,,http://www.norquest.ca/international-student/international-student-services/get-involved/norquest-international-volunteer-program/marketing-promotions-volunteer/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Microcredentials,,http://www.norquest.ca/programs-courses/microcredentials/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,NorQuest International Volunteer Program,,http://www.norquest.ca/international-student/international-student-services/get-involved/norquest-international-volunteer-program/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Obrigado,,http://www.norquest.ca/programs-courses/learning-at-norquest/brasil/obrigado/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Online delivery information,,http://www.norquest.ca/programs-courses/learning-at-norquest/online-delivery-information/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Open Admissions Pathways,,http://www.norquest.ca/programs-courses/learning-at-norquest/open-admissions-pathways/,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NorQuest,Open Studies,,http://www.norquest.ca/programs-courses/open-studies/,drop,dropped_not_in_seed,seed_program_name_or_url,index_filter,['Generic Open Studies admission information.']
